TermID,Term
2028048,Albumen Silver Prints
2028053,Ambrotypes
2028091,Autochromes
2028155,Calotypes
2028172,Carbon Prints
2028145,Chromogenic Prints
2028209,Clichés verre
2028166,Cyanotypes
2028046,Daguerreotypes
2028259,Digital photography
2028146,Dye Diffusion Transfer Prints
2028047,Gelatin Silver Prints
2028234,Photogravures
2028164,Photolithographs
2028179,Platinum Prints
2028049,Salted Paper Prints
2028243,Silver dye bleach prints
2028055,Tintypes
2028162,Woodburytypes
