ConstituentID,Nationality
290629,American
290630,American
290631,American
290632,American
290633,American
290634,American
290635,American
290636,American
290637,American
290638,English
290639,American
290641,English
290642,English
290643,English
290645,American
290646,American
290647,American
290648,American
290649,American
290651,American
290652,Indian
290653,American
290654,English
290655,Canadian
290656,American
290657,American
290658,American
290659,American
290660,American
290661,American
290662,American
290663,American
290664,English
290666,American
290667,American
290668,New Zealander
290669,American
290670,American
290671,American
290672,American
290680,American
290681,American
290686,American
290687,American
290689,Canadian
290692,American
290693,German
290694,American
290695,American
290696,American
290698,American
290701,American
290704,American
290709,English
290711,American
290713,American
290714,American
290717,English
290718,American
290719,American
290720,American
290721,British
290722,American
290726,American
290727,American
290728,American
290729,American
290733,American
290734,American
290736,American
290737,American
290739,American
290740,American
290742,English
290743,French
290754,English
290757,American
290759,American
290763,Australian
290766,American
290767,American
290770,English
290772,English
290773,English
290775,English
290776,English
290777,English
290778,American
290779,English
290781,American
290782,American
290786,American
290787,American
290790,American
290792,American
290793,American
290796,English
290798,American
290799,Canadian
290801,Canadian
290802,Scottish
290803,Scottish
290804,Canadian
290805,Australian
290807,Canadian
290808,Scottish
290813,American
290820,English
290822,British
290823,Canadian
290824,American
290825,Canadian
290826,British
290827,American
290828,English
290829,English
290830,American
290831,French
290832,American
290834,British
290835,American
290836,American
290837,American
290838,American
290839,English
290842,British
290844,English
290847,English
290848,British
290849,British
290850,British
290852,American
290853,American
290854,British
290855,Australian
290856,British
290857,British
290858,English
290859,English
290860,American
290861,Irish
290862,American
290863,English
290864,American
290865,English
290866,American
290867,English
290868,American
290869,American
290870,English
290871,Swiss
290872,British
290873,French
290874,Peruvian
290875,French
290876,French
290877,English
290878,American
290879,English
290880,French
290881,Spanish
290882,French
290883,French
290884,American
290885,American
290886,French
290887,American
290888,French
290892,French
290893,American
290894,American
290895,American
290896,American
290897,American
290898,French
290899,American
290900,English
290901,Chilean
290902,French
290903,American
290904,American
290905,American
290907,American
290908,Canadian
290910,English
290911,New Zealander
290912,English
290913,American
290914,English
290915,English
290916,American
290917,Australian
290918,American
290919,American
290920,English
290921,English
290924,American
290926,American
290927,American
290928,American
290929,English
290930,American
290932,English
290933,American
290934,American
290935,English
290936,American
290937,Taiwanese
290938,American
290939,American
290940,Chinese
290941,English
290943,American
290944,English
290945,American
290946,English
290947,Russian
290948,French
290949,American
290950,Canadian
290951,American
290952,American
290953,American
290954,American
290955,American
290956,American
290957,American
290958,American
290959,American
290960,American
290961,American
290962,American
290963,American
290965,British
290967,English
290968,New Zealander
290969,English
290971,American
290972,American
290973,American
290974,American
290975,American
290976,English
290977,American
290978,American
290979,English
290980,American
290981,American
290982,American
290983,British
290985,American
290986,Dutch
290987,German
290988,German
290989,German
290990,German
290991,Danish
290992,German
290993,German
290994,German
290995,Dutch
290996,American
290997,American
290998,Australian
291001,American
291002,American
291003,English
291004,American
291005,Egyptian
291006,Polish
291007,German
291008,Irish
291009,German
291010,American
291011,American
291012,Czechoslovakian
291013,American
291014,English
291015,English
291016,American
291017,American
291018,American
291019,British
291020,American
291021,American
291022,American
291023,American
291024,Canadian
291025,English
291027,American
291028,Canadian
291029,American
291030,American
291034,American
291035,American
291036,English
291037,English
291038,Australian
291039,Scottish
291040,English
291041,English
291042,Canadian
291043,English
291044,English
291045,English
291046,American
291047,American
291049,American
291050,American
291051,English
291052,English
291053,English
291054,Australian
291055,American
291056,English
291057,American
291058,English
291059,American
291060,American
291061,American
291062,English
291063,British
291064,English
291065,German
291066,Salvadoran
291067,German
291068,American
291069,German
291070,American
291072,American
291073,Canadian
291074,American
291075,American
291076,English
291077,American
291078,American
291079,Belgian
291080,Hungarian
291081,German
291082,American
291083,American
291084,American
291085,American
291087,American
291088,Irish
291089,American
291090,South African
291091,Australian
291092,English
291093,English
291095,Austrian
291096,American
291097,British
291098,Canadian
291100,German
291101,German
291102,American
291103,Swedish
291104,Swedish
291105,German
291106,English
291107,American
291109,South African
291110,British
291111,Dutch
291112,Swiss
291113,German
291114,Swedish
291115,American
291116,American
291118,American
291119,American
291120,English
291123,Canadian
291125,English
291126,American
291127,American
291128,German
291129,English
291130,American
291132,American
291133,American
291134,American
291135,Canadian
291136,American
291137,English
291138,English
291139,American
291140,Canadian
291141,American
291142,English
291143,Australian
291145,American
291146,English
291148,English
291151,Canadian
291152,American
291153,American
291154,American
291156,American
291157,American
291159,English
291160,English
291162,American
291163,American
291164,British
291166,American
291168,American
291169,American
291170,English
291171,American
291173,English
291174,American
291175,American
291176,American
291177,English
291178,American
291179,American
291180,American
291181,Australian
291182,English
291183,English
291184,English
291185,American
291186,American
291187,American
291188,American
291189,American
291190,American
291191,American
291192,American
291193,American
291194,Canadian
291195,American
291197,American
291198,American
291199,American
291200,English
291201,American
291203,American
291204,English
291205,Swiss
291206,American
291208,American
291210,Canadian
291211,American
291212,American
291213,American
291214,American
291215,American
291216,American
291217,American
291218,American
291219,American
291221,Scottish
291222,Australian
291224,English
291225,American
291226,American
291227,American
291228,American
291229,Irish
291230,Scottish
291232,American
291233,American
291234,American
291235,English
291236,Canadian
291237,American
291238,English
291239,American
291240,Australian
291241,American
291242,Australian
291243,English
291244,American
291245,American
291246,American
291247,American
291248,American
291251,Welsh
291252,American
291253,American
291254,American
291257,American
291258,American
291259,American
291260,British
291262,American
291263,American
291264,English
291265,American
291266,American
291267,American
291269,American
291271,American
291272,American
291273,American
291274,American
291275,New Zealander
291276,American
291277,American
291279,American
291281,American
291282,American
291283,American
291284,American
291285,American
291286,American
291287,American
291288,American
291289,American
291290,American
291291,American
291292,Canadian
291294,English
291296,American
291297,American
291298,American
291299,English
291300,English
291302,American
290111,English
290113,English
290114,English
290115,English
290116,American
290119,American
290121,American
290125,American
290137,American
290138,American
290139,American
290140,American
290141,American
290142,American
290143,American
290145,American
290146,American
290147,American
290148,American
290149,American
290151,American
290152,American
290159,English
290160,American
290161,American
290162,American
290163,South African
290164,American
290165,American
290166,American
290167,American
290168,American
290169,American
290170,American
290171,American
290172,American
290173,American
290174,American
290175,American
290176,Russian
290178,American
290179,British
290181,American
290184,American
290186,American
290187,Australian
290191,American
290192,American
290193,English
290194,American
290196,American
290197,American
290198,American
290199,American
290200,British
290201,Belgian
290202,French
290203,French
290204,American
290205,Italian
290207,American
290208,Italian
290209,American
290210,American
290211,Italian
290212,Italian
290213,American
290214,English
290215,English
290216,English
290217,British
290218,British
290219,English
290220,English
290221,English
290222,English
290223,American
290224,American
290225,French
290226,French
290227,Spanish
290228,American
290229,Bulgarian
290231,American
290232,English
290233,American
290234,American
290235,English
290236,English
290237,American
290238,Belgian
290239,French
290240,American
290241,American
290242,English
290243,French
290244,New Zealander
290245,Australian
290246,American
290247,American
290248,Spanish
290249,French
290250,Italian
290251,Lithuanian
290252,English
290254,English
290255,Czech
290256,Polish
290257,Cuban
290258,American
290261,Belgian
290262,English
290263,British
290264,Russian
290266,Turkish
290267,Spanish
290269,Italian
290270,Spanish
290271,French
290272,Czech
290273,American
290274,Italian
290275,American
290276,Mexican
290277,Spanish
290278,Italian
290279,Italian
290280,Croatian
290281,Belgian
290282,Spanish
290283,Belgian
290285,American
290286,Belgian
290287,Belgian
290288,English
290289,American
290290,American
290292,American
290293,American
290294,American
290295,American
290296,American
290297,American
290298,French
290299,American
290300,English
290301,American
290302,American
290303,English
290304,English
290306,American
290307,American
290308,American
290309,American
290310,Australian
290311,Canadian
290312,Soviet
290313,American
290314,Chinese
290317,American
290319,Luxembourger
290320,American
290321,American
290322,American
290323,American
290324,American
290325,American
290326,American
290327,American
290328,French
290329,Soviet
290330,Canadian
290331,American
290332,English
290333,English
290334,American
290335,English
290336,American
290337,English
290338,British
290339,Australian
290340,American
290341,English
290342,Canadian
290343,American
290344,Australian
290345,American
290346,British
290347,American
290348,English
290349,American
290350,Australian
291748,American
291749,English
291750,British
291751,American
291752,British
291753,American
291754,American
291755,American
291756,American
291757,American
291758,American
291759,British
291760,American
291762,British
291763,British
291764,American
291765,English
291766,Australian
291767,Canadian
291768,American
291769,English
291770,American
291772,American
291773,American
291775,English
291776,Scottish
291777,Canadian
291778,American
291780,English
291782,American
291783,American
291784,American
291786,American
291787,American
291788,American
291789,Australian
291790,American
291791,English
291792,American
291793,New Zealander
291794,American
291795,English
291796,American
291797,American
291798,American
291799,English
291800,American
291801,American
291802,American
291803,American
291804,British
291805,Australian
291806,American
291807,American
291809,American
291810,American
291811,Scottish
291812,American
291813,American
291814,New Zealander
291815,English
291816,English
291817,American
291819,American
291820,English
291821,American
291822,American
291823,American
291825,Scottish
291827,American
291828,American
291829,English
291830,British
291831,American
291832,American
291833,Canadian
291834,American
291835,American
291836,English
291837,American
291838,American
291839,American
291840,American
291841,American
291842,American
291844,Scottish
291845,American
291846,American
291847,American
291848,American
291849,American
291850,English
291851,American
291852,American
291853,American
291303,American
291304,American
291305,Scottish
291307,American
291308,English
291310,American
291311,American
291312,Canadian
291313,American
291314,Dutch
291315,American
291316,American
291317,American
291318,French
291322,British
291328,American
291329,American
291330,French
291332,German
291334,English
291338,American
291340,American
291342,Japanese
291343,American
291344,French
291346,American
291347,Canadian
291348,American
291349,Canadian
291350,American
291351,American
291352,American
291353,American
291354,American
291356,French
291357,Italian
291358,Irish
291359,American
291361,American
291362,Swiss
291363,Belgian
291364,Belgian
291365,American
291366,American
291367,American
291368,New Zealander
291369,American
291370,American
291371,American
291372,American
291373,American
291374,French
291375,Jamaican
291376,English
291377,American
291378,American
291379,American
291380,American
291382,British
291383,American
291384,German
291385,Polish
291386,Italian
291387,French
291388,American
291389,Spanish
291392,American
291393,Spanish
291394,Costa Rican
291395,American
291396,Polish
291397,American
291398,European
291399,American
291400,Italian
291401,Indian
291402,Lebanese
291403,British
291405,Russian
291406,American
291408,Swiss
291409,Japanese
291410,French
291411,Spanish
291412,Belgian
291414,American
291415,American
291416,Belgian
291417,Belgian
291418,Belgian
291419,American
291420,Australian
291421,Indian
291422,American
291423,American
291424,English
291425,American
291426,English
291427,American
291429,American
291431,English
291432,American
291433,Canadian
291434,American
291435,American
291436,American
291439,American
291440,Australian
291441,American
291442,American
291443,American
291444,French
291445,Canadian
291446,American
291447,Scottish
291448,American
291449,American
291450,American
291451,English
291453,English
291454,English
291455,American
291457,British
291459,English
291460,British
291461,British
291464,English
291466,Canadian
291467,English
291468,English
291470,British
291471,British
291472,American
291473,American
291475,English
291476,American
291477,American
291478,English
291479,American
291482,American
291483,English
291484,British
291485,British
291486,New Zealander
291487,American
291488,Venezuelan
291489,American
291490,American
291491,English
291492,American
291494,American
291495,Australian
291496,English
291497,French
291498,American
291499,French
291500,Canadian
291501,French
291502,American
291503,American
291504,French
291505,Australian
291506,American
291507,English
291508,British
291509,Welsh
291510,American
291511,Belgian
291514,Belgian
291515,English
291516,American
291517,British
291518,Danish
291519,American
291520,Scottish
291521,English
291522,English
291523,English
291524,American
291525,English
291527,French
291528,Belgian
291529,Belgian
291530,English
291531,English
291533,American
291534,American
291535,Italian
291536,Canadian
291537,French
291539,French
291540,Canadian
291541,American
291542,English
291543,English
291545,American
291546,American
291547,Australian
291548,Russian
291549,American
291550,American
291551,American
291552,American
291554,American
291555,American
291556,English
291558,American
291562,American
291563,American
291564,American
291565,American
291566,American
291567,American
291568,American
291569,British
291570,American
291571,American
291572,Canadian
291574,American
291575,French
291576,French
291580,Belgian
291581,American
291582,American
291583,American
291584,English
291586,American
291588,American
291590,American
291591,American
291592,Indian
291593,French
291594,American
291596,French
291597,Belgian
291599,English
291600,English
291601,British
291602,American
291603,American
291604,American
291606,English
291607,English
291608,American
291609,American
291610,English
291611,American
291612,American
291613,English
291614,British
291615,American
291616,American
291617,American
291619,American
291620,American
291621,American
291623,American
291624,British
291625,American
291626,British
291627,American
291628,French
291629,Czechoslovakian
291630,German
291632,American
291633,American
291634,American
291635,British
291636,British
291638,British
291639,British
291640,Canadian
291641,British
291642,American
291643,American
291645,American
291646,British
291648,English
291649,Australian
291650,German
291651,Japanese
291652,English
291653,Austrian
291654,Austrian
291655,German
291656,English
291657,American
291658,Norwegian
291659,American
291660,Swiss
291661,Norwegian
291662,Austrian
291663,American
291664,British
291665,American
291666,American
291667,American
291668,Australian
291669,American
291670,American
291671,Swiss
291672,Swiss
291673,German
291674,Israeli
291675,German
291677,American
291678,Swiss
291680,American
291681,German
291682,American
291683,American
291684,Swedish
291685,German
291686,French
291687,French
291689,American
291691,American
291692,American
291693,Czech
291695,English
291696,English
291697,American
291698,American
291700,American
291701,American
291702,American
291703,American
291704,American
291705,American
291706,American
291708,English
291709,British
291710,English
291711,Israeli
291712,English
291713,American
291714,American
291715,Norwegian
291716,Czechoslovakian
291717,English
291718,British
291719,English
291720,English
291723,English
291724,English
291725,American
291726,English
291727,American
291728,English
291729,English
291730,American
291731,Australian
291733,British
291734,American
291735,American
291736,Irish
291737,Canadian
291738,English
291739,English
291740,American
291741,American
291742,American
291743,British
291744,British
291745,American
291746,British
291747,British
292446,Czech
292447,Czechoslovakian
292448,English
292449,South Korean
292450,South Korean
292452,Polish
292455,Polish
292456,Canadian
292457,American
292458,South Korean
292459,Jamaican
292461,Australian
292462,French
292463,American
292464,German
292465,French
292466,French
292467,Austrian
292468,Moroccan
292469,British
292470,French
292471,French
292472,American
292473,American
292474,Polish
292475,Dutch
292478,Austrian
292479,German
292480,New Zealander
292481,Danish
292483,American
292484,American
292486,American
292487,American
292488,American
292489,American
292491,Spanish
292492,English
292493,American
292494,American
292495,American
292496,Argentine
292497,American
292499,American
292500,English
292502,New Zealander
292503,Scottish
292505,English
292506,American
292507,English
292508,American
292509,American
292510,English
292511,Swiss
292512,American
292513,German
292514,German
292516,Australian
292517,Norwegian
292519,German
292520,Canadian
292521,American
292522,American
292523,Canadian
292524,Australian
292525,American
292526,American
292527,American
292528,American
292530,American
292531,South Korean
292532,British
292533,American
292534,American
292535,American
292536,British
292538,English
292540,American
292541,Korean
292542,American
292543,American
292544,American
292546,American
292547,Portuguese
292548,American
292549,English
292550,American
292551,American
292552,American
292553,American
292555,American
292556,Spanish
292557,Guatemalan
292558,American
292559,American
292560,American
292561,Spanish
292562,French
292563,German
292564,American
292567,Danish
292568,Greenlander
292569,American
292570,German
292571,Danish
292572,Swiss
292573,Italian
292574,British
292575,Swedish
292576,Hungarian
292578,American
292579,American
292580,Scottish
292582,French
292583,Spanish
292584,Dutch
292585,British
292588,Polish
292589,German
292590,Spanish
292591,American
292592,Spanish
292593,American
292595,English
292596,American
292597,American
292598,American
292599,American
292600,American
292602,Italian
292604,English
292605,American
292606,Belgian
292607,French
292608,Austrian
292609,American
292610,American
292611,American
292612,American
292613,American
292614,American
292615,American
292616,American
292617,American
292618,Brazilian
292619,Costa Rican
292620,Portuguese
292621,French
292622,Danish
292623,Belgian
292624,Canadian
292625,British
292626,Canadian
292627,Swiss
292628,English
292629,New Zealander
292630,French
292631,American
292632,English
292634,Dutch
292636,French
292637,American
292638,French
292639,French
292640,American
292641,English
292642,American
292643,American
292644,American
292645,American
292646,American
292647,American
292648,American
292649,American
292650,American
292651,American
292652,English
292653,American
292654,Russian
292655,French
292656,American
292657,English
292659,Canadian
292660,American
292661,American
292662,French
292663,French
292664,Australian
292665,Chilean
292666,French
292667,Belgian
292668,British
292669,American
292670,Spanish
292671,French
292672,American
292673,German
292674,French
292675,American
292677,American
292678,American
292679,American
292680,American
292682,Scottish
292684,American
292685,American
292686,American
292687,American
292688,American
292689,American
292690,American
292691,American
292692,American
292694,American
292695,American
292696,American
292697,American
292698,American
292700,American
292701,American
292702,American
292703,American
292704,American
292706,American
292707,American
292708,American
292710,English
292711,English
292712,English
292713,Italian
292714,French
292715,American
292716,Czech
292718,French
292719,American
292720,Soviet
292721,Austrian
292722,American
292723,Belgian
292724,American
292725,Spanish
292726,Swedish
292727,Finnish
292728,American
292729,American
292730,Swedish
292731,American
292732,American
292734,American
292736,American
292737,Belgian
292738,American
292739,American
292740,American
292741,Austrian
292742,American
292743,American
292744,Romanian
292745,Russian
292746,American
292747,American
292748,Polish
292749,American
292750,Italian
292751,Russian
292752,American
292753,Spanish
292754,American
292755,Canadian
292756,American
292757,Czechoslovakian
292758,Russian
292759,American
292760,American
292761,French
292763,American
292766,American
292767,Czechoslovakian
292768,Russian
292769,American
292773,English
292774,American
292775,American
292776,Canadian
292777,American
292778,American
292779,Australian
292780,American
292781,American
292782,American
292785,American
292786,American
292787,Hungarian
292788,American
292789,American
292790,American
292791,American
292792,English
292793,American
292794,Scottish
292795,American
292796,Canadian
292797,American
292798,Italian
292799,German
292801,American
292802,English
292803,Canadian
292804,Scottish
292805,Belgian
292806,American
292807,American
292808,Mexican
292809,American
292810,Italian
292811,Belgian
292813,Italian
292814,Danish
292815,American
292816,Chinese
292817,Chinese
292818,Chinese
292820,English
292821,Canadian
292822,Canadian
292823,American
292824,American
292826,American
292829,American
292830,English
292831,English
292832,Canadian
292833,English
292834,English
292835,English
292836,American
292837,American
292838,English
292840,American
292841,British
292842,English
292843,English
292845,American
292846,English
292847,American
292848,English
292849,English
292850,English
292851,English
292852,American
292853,English
292854,American
292855,English
292856,English
292857,English
292858,English
292859,English
292860,English
292861,English
292862,English
292863,American
292864,English
292865,English
292866,English
292867,American
292868,American
292869,Swiss
292870,American
292871,American
292872,American
292873,Spanish
292874,French
292875,American
292876,German
292877,American
292878,American
292879,Prussian
292880,German
292881,American
292882,Austrian
292883,American
292884,French
292885,German
292886,German
292887,American
292888,American
292889,American
292890,American
292891,English
292892,Canadian
292893,French
292894,American
292895,German
292898,American
292899,English
292900,American
292901,English
292902,English
292903,English
292904,German
292905,English
292906,German
292907,American
292908,New Zealander
292909,American
292910,American
292911,American
292912,American
292913,Finnish
292914,New Zealander
292915,Chinese
292916,American
292917,Belgian
292918,Dutch
292919,Swiss
292920,German
292921,Dutch
292922,Brazilian
292924,American
292925,American
292926,American
292927,American
292928,American
292929,Swiss
292930,Irish
292931,German
292932,German
292933,American
292934,German
292935,Hungarian
292936,American
292937,American
292938,American
292939,American
292941,American
292942,German
292943,American
292944,American
292945,American
292946,Austrian
292947,German
292948,American
292949,American
292950,Czechoslovakian
292951,German
292952,American
292954,German
292955,French
292956,Finnish
292957,American
292958,Swedish
292959,American
292961,German
292962,German
292963,German
292964,American
292965,American
292966,American
292967,American
292968,American
292970,American
292971,American
292972,American
292973,Israeli
292974,German
292976,English
292977,German
292978,Hungarian
292979,American
292980,American
292981,American
292982,American
292983,American
292986,American
292987,American
292988,American
292989,American
292990,English
292991,American
292992,American
292993,American
292994,English
292995,English
292996,English
292997,American
292998,English
292999,American
293000,American
293001,English
293003,American
293004,American
293005,Canadian
293006,New Zealander
293007,American
293008,American
293009,American
293010,Italian
293011,Italian
293012,American
293013,Austrian
293014,French
293015,American
293016,American
293017,Polish
293018,American
293019,Polish
293020,French
293021,Ecuadorian
293022,American
293023,Italian
293024,American
293025,American
293026,Turkish
293027,American
293028,American
293029,American
293030,American
293031,Italian
293032,American
293033,American
293034,American
293035,Italian
293036,Italian
293037,French
293038,Spanish
293039,American
293040,American
293041,American
293042,Italian
293043,American
293044,Dutch
293045,American
293046,American
293047,Turkish
293048,German
293049,French
293050,English
293051,Belgian
293052,Belgian
293053,American
293054,American
293055,New Zealander
293057,American
293058,American
293059,Belgian
293060,American
293061,Mexican
293062,Native American
293063,American
293064,American
293066,American
293067,American
293068,American
293069,English
293070,Dutch
293071,Canadian
293072,English
293075,American
293076,Scottish
293077,American
293078,American
293079,English
293081,American
293082,British
293083,Italian
293084,English
293085,English
293086,Welsh
293087,American
293089,American
293090,American
293091,American
293092,French
293093,English
293094,Italian
293095,Spanish
293096,American
293097,American
293099,English
293100,Spanish
293101,Spanish
293102,Italian
293103,Hungarian
293104,French
293105,Spanish
293106,New Zealander
293107,Canadian
293108,English
293109,Chinese
293110,American
293111,Korean
293112,American
293113,American
293114,American
293115,American
293116,American
293117,American
293118,American
293119,Canadian
293120,English
293121,American
293122,American
293123,American
293124,American
293125,American
293127,American
293128,American
293131,English
293133,American
293135,American
293136,American
293137,American
293138,English
293141,American
293142,American
293143,American
293144,American
293145,Australian
293146,American
293147,British
293148,American
293149,British
293150,English
293151,American
293152,American
293153,American
293154,American
293155,American
293156,Australian
293157,American
293158,American
293159,American
293160,American
293161,English
293162,American
293163,American
293164,American
293165,American
293166,English
293169,American
293174,American
293176,English
293178,Australian
293179,American
293181,American
293183,American
293184,American
293185,English
293187,American
293188,American
293189,Australian
293190,American
293191,English
293192,American
293193,Canadian
293194,American
293195,American
293196,American
293198,American
293199,American
293200,New Zealander
293201,English
293202,American
293203,American
293204,American
293205,American
293207,New Zealander
293208,Canadian
293210,American
293211,American
293212,American
293213,American
293214,American
293215,American
293216,American
293217,American
293218,English
293219,English
293220,English
293221,American
293222,Swiss
293223,American
293224,German
293225,Soviet
293226,Canadian
293227,Cuban
293228,French
293229,Spanish
293230,British
293231,American
293232,Brazilian
293233,Spanish
293234,Greek
293235,Swiss
293237,Dutch
293238,American
293239,American
293240,American
293241,German
293242,American
293243,American
293244,Spanish
293245,Lithuanian
293246,German
293249,American
293250,Canadian
293251,Swedish
293253,American
293254,Swedish
293255,French
293256,American
293257,New Zealander
293258,American
293260,American
293261,American
293263,Italian
293264,Italian
293265,Italian
293266,American
293267,Argentine
293268,Spanish
293269,American
293270,American
293271,Swedish
293273,Cuban
293275,New Zealander
293276,American
293277,New Zealander
293278,American
293279,Italian
293280,American
293282,American
293283,Swedish
293284,Spanish
293285,Israeli
293286,Canadian
293287,American
293289,French
293290,Albanian
293291,Canadian
293292,Mexican
293293,Spanish
293294,American
293295,American
293296,French
293297,American
293299,American
293300,American
293301,American
293302,American
293303,American
293304,French
293305,French
293306,Canadian
293307,American
293308,Belgian
293309,American
293311,Canadian
293312,American
293313,Canadian
293314,American
293315,American
293316,American
293317,American
293318,English
293319,American
293321,American
293322,English
293323,English
293324,English
293325,English
293326,English
293328,English
293329,English
293332,American
293333,English
293334,Austrian
293335,Mexican
293336,Mexican
291854,English
291855,American
291856,American
291857,English
291858,English
291859,English
291860,American
291861,American
291863,American
291864,Canadian
291867,Dutch
291868,Dutch
291869,Polish
291870,Czechoslovakian
291871,American
291872,English
291873,Czechoslovakian
291874,American
291875,Swedish
291876,German
291877,English
291878,English
291879,American
291880,Soviet
291881,Czechoslovakian
291882,British
291883,American
291884,Scottish
291885,American
291886,Scottish
291887,British
291888,American
291889,American
291890,British
291891,American
291892,American
291893,American
291894,Australian
291895,English
291896,English
291897,American
291898,American
291899,American
291900,American
291901,American
291902,American
291903,American
291904,Finnish
291905,American
291907,Belgian
291909,Canadian
291910,American
291911,American
291912,Canadian
291913,American
291914,Israeli
291915,American
291916,American
291917,English
291918,American
291919,American
291920,American
291921,American
291922,English
291924,American
291925,New Zealander
291926,American
291927,American
291928,American
291930,American
291931,Scottish
291932,American
291933,Canadian
291934,American
291936,British
291937,American
291938,English
291939,Canadian
291940,American
291941,American
291942,American
291944,American
291945,American
291946,Scottish
291947,American
291948,American
291949,Scottish
291951,American
291952,American
291953,British
291954,English
291955,Belgian
291956,Argentine
291957,Swiss
291958,German
291959,Austrian
291960,Austrian
291961,American
291962,American
291963,Japanese
291966,American
291968,American
291969,Japanese
291970,American
291971,Canadian
291972,Japanese
291973,Japanese
291975,Japanese
291976,Japanese
291977,Japanese
291978,Japanese
291979,American
291980,Israeli
291981,American
291982,Japanese
291983,Japanese
291984,Japanese
291985,Norwegian
291986,Norwegian
291987,Scottish
291988,Brazilian
291989,American
291990,Canadian
291992,English
291993,Swedish
291994,English
291995,English
291996,American
291997,American
291999,American
292000,American
292001,American
292003,American
292004,Canadian
292005,American
292006,Italian
292007,American
292008,Italian
292009,Italian
292010,American
292012,American
292013,Norwegian
292014,Danish
292015,American
292016,German
292017,American
292018,Austrian
292019,Danish
292020,Belgian
292021,English
292023,American
292024,Belgian
292025,American
292026,Dutch
292027,Belgian
292028,Belgian
292029,Belgian
292030,Swiss
292031,French
292032,Canadian
292033,American
292034,Scottish
292035,Scottish
292036,Scottish
292038,Scottish
292041,American
292042,American
292043,American
292044,Australian
292045,South African
292046,French
292047,American
292048,Dutch
292050,American
292051,American
292052,Austrian
292053,Prussian
292055,Lebanese
292056,American
292057,American
292058,American
292059,American
292060,American
292061,Swiss
292062,German
292065,British
292066,Canadian
292067,British
292068,American
292069,American
292070,Russian
292071,Hungarian
292072,Norwegian
292073,Dutch
292074,English
292075,American
292076,American
292077,English
292078,American
292079,American
292080,American
292081,English
292082,American
292083,English
292085,American
292086,Russian
292087,American
292088,American
292089,American
292090,Italian
292091,Russian
292092,Chinese
292093,Mexican
292094,American
292095,Malaysian
292096,Chinese
292097,Taiwanese
292098,American
292099,American
292100,English
292101,American
292102,American
292104,English
292105,English
292106,American
292107,American
292108,Taiwanese
292109,American
292111,French
292112,South Korean
292113,Norwegian
292114,Italian
292115,French
292116,French
292117,French
292118,Belgian
292119,American
292120,American
292121,American
292122,Soviet
292123,Canadian
292124,French
292125,English
292126,American
292127,American
292130,American
292131,American
292132,American
292133,English
292134,American
292135,American
292137,American
292138,American
292140,American
292141,Swiss
292142,American
292144,American
292145,American
292146,American
292147,American
292148,New Zealander
292149,Canadian
292150,American
292151,American
292152,English
292153,American
292154,American
292155,Chinese
292156,French
292157,English
292158,French
292159,American
292160,French
292161,French
292162,Swiss
292164,French
292165,French
292166,French
292167,French
292168,French
292169,French
292170,French
292171,American
292172,Chinese
292173,American
292174,American
293337,American
293338,Indian
293339,American
293340,American
293341,American
293342,Canadian
293343,American
293344,Polish
293345,French
293346,American
293347,Czech
293348,British
293349,American
293350,English
293351,Italian
293352,Italian
293354,Italian
293355,American
293356,Italian
293357,American
293358,American
293359,American
293360,German
293361,English
293362,English
293363,English
293364,English
293366,English
293367,English
293369,American
293370,English
293371,Dutch
293372,Italian
293373,American
293374,German
293375,American
293376,American
293377,American
293378,German
293381,Swiss
293383,Danish
293384,German
293385,German
293386,American
293387,German
293388,German
293389,American
293392,German
293393,American
293394,German
293395,American
293396,American
293397,Swiss
293398,German
293399,Belgian
293400,English
293401,English
293402,Canadian
293403,American
293404,German
293405,American
293406,American
293407,American
293408,American
293409,American
293410,Czechoslovakian
293411,American
293412,American
293413,American
293414,Austrian
293415,German
293416,American
293417,Swiss
293418,Canadian
293419,American
293420,American
293421,American
293422,American
293424,American
293425,Czechoslovakian
293426,American
293427,American
293428,German
293429,American
293430,Dutch
293431,Dutch
293432,American
293433,Canadian
293434,German
293435,Austrian
293436,American
293437,Swiss
293438,German
293439,German
293440,Belgian
293441,English
293442,English
293443,French
293444,French
293445,American
293446,American
293447,American
293448,American
293449,American
293450,German
293453,Hungarian
293454,French
293455,American
293456,Swiss
293457,Canadian
293458,English
293459,English
293460,Czechoslovakian
293461,German
293462,American
293463,American
293464,American
293466,Czechoslovakian
293467,American
293468,German
293469,American
293470,American
293471,American
293472,Danish
293473,American
293474,American
293475,Austrian
293476,British
293477,American
293478,American
293479,English
293480,American
293482,Belgian
293483,English
293484,American
293485,German
293486,American
293487,English
293488,American
293489,American
293490,American
293491,Irish
293492,English
293493,English
293494,American
293495,Australian
293496,Hungarian
293497,American
293498,American
293499,American
293500,American
293501,American
293502,American
293503,American
293504,Canadian
293505,English
293506,American
293507,American
293508,American
293509,Canadian
293510,Italian
293511,American
293512,American
293514,English
293515,American
293517,British
293518,American
293519,American
293520,English
293521,American
293522,English
293523,American
293524,New Zealander
293525,American
293526,American
293527,Scottish
293528,American
293529,American
293530,Scottish
293531,American
293533,American
293534,Canadian
293536,American
293537,British
293538,American
293539,English
293540,American
293541,New Zealander
293542,English
293544,American
293545,English
293546,American
293547,British
293548,American
293550,English
293551,American
293552,American
293553,American
293554,American
293555,American
293556,American
293558,American
293561,American
293562,American
293564,New Zealander
293566,English
293567,American
293568,American
