ConstituentID,TermID
2917,2028040
7162,2028040
7162,2028057
10079,2028040
19897,2028040
68181,2028040
402730,2028040
405647,2028040
409892,2028040
411220,2028040
414137,2028040
385750,2028040
387078,2028040
389995,2028040
391323,2028040
392912,2028040
401402,2028040
360280,2028040
361608,2028040
368770,2028040
370098,2028040
373015,2028040
378588,2028217
319158,2028040
344628,2028040
351790,2028040
353118,2028040
356035,2028040
357363,2028040
2894,2028040
52506,2028040
266606,2028040
280930,2028040
282258,2028040
289420,2028040
372992,2028040
388644,2028040
389972,2028040
405624,2028040
406952,2028040
414114,2028040
299238,2028040
306400,2028040
322052,2028040
348850,2028040
356012,2028040
357340,2028040
276493,2028040
285152,2028040
302132,2028040
310453,2028040
314867,2028040
341757,2028040
343085,2028040
358737,2028040
362982,2028040
7139,2028040
18377,2028040
285175,2028040
303483,2028040
302155,2028040
319135,2028040
411412,2028040
412617,2028040
412740,2028040
413945,2028040
378780,2028040
384399,2028040
384399,2028217
385727,2028040
401379,2028040
402707,2028040
351767,2028040
353095,2028040
361800,2028040
363005,2028040
367419,2028040
368747,2028040
3086,2028040
4414,2028040
4414,2028178
266798,2028040
266798,2028217
279533,2028040
407144,2028040
408395,2028040
408472,2028040
409723,2028040
411389,2028040
412717,2028040
366022,2028040
367350,2028040
378757,2028040
385919,2028040
387247,2028040
401233,2028040
333390,2028040
334718,2028040
341880,2028040
344797,2028040
353287,2028040
354615,2028040
4314,2028040
5642,2028040
279510,2028054
288000,2028040
300658,2028040
310814,2028040
408495,2028040
409700,2028040
368578,2028040
375740,2028040
377068,2028040
401210,2028040
407167,2028040
408372,2028042
341780,2028040
343108,2028040
344774,2028040
344774,2028042
366045,2028040
367250,2028040
4122,2028040
268003,2028040
334595,2028040
344505,2028040
354492,2028040
355820,2028040
365730,2028040
367227,2028040
367058,2028040
378465,2028040
412425,2028040
2817,2028040
4145,2028057
68204,2028040
265447,2028040
279341,2028040
299407,2028040
409869,2028040
411197,2028040
365753,2028040
367081,2028040
375909,2028040
387147,2028040
387270,2028040
388475,2028040
311850,2028122
343277,2028040
343400,2028040
344605,2028040
354515,2028040
355843,2028040
8828,2028040
264963,2028040
264963,2028225
309417,2028040
313662,2028040
314990,2028040
364602,2028040
366191,2028040
376009,2028040
392989,2028040
405724,2028040
337804,2028040
350539,2028040
351867,2028040
354784,2028040
356112,2028040
363274,2028040
361,2028040
1689,2028040
8390,2028040
8390,2028057
68281,2028040
266944,2028040
403958,2028040
412909,2028040
414237,2028040
379816,2028040
386978,2028040
388306,2028040
388767,2028040
390095,2028040
402630,2028040
352803,2028040
361508,2028040
368455,2028122
373115,2028040
376945,2028040
378488,2028040
268272,2028040
284883,2028040
293742,2028040
310353,2028040
311681,2028040
351475,2028040
2625,2028040
31596,2028040
318866,2028040
341588,2028040
352995,2028040
354323,2028040
408180,2028040
413845,2028040
385458,2028040
390287,2028040
391615,2028040
401110,2028040
402438,2028040
406852,2028040
358568,2028040
360572,2028040
369975,2028040
371303,2028040
373307,2028040
378880,2028040
4606,2028040
270728,2028040
281007,2028040
298946,2028040
309225,2028040
315926,2028040
385850,2028040
391223,2028040
401502,2028040
405916,2028040
407244,2028040
324877,2028040
334910,2028040
340652,2028040
356304,2028040
357632,2028040
374243,2028040
268464,2028122
293934,2028040
293934,2028148
297426,2028040
303675,2028040
305003,2028040
306669,2028040
308833,2028040
357532,2028040
358860,2028040
370267,2028040
405478,2028040
295162,2028040
293496,2028040
302447,2028040
304611,2028040
330081,2028040
337612,2028040
391515,2028040
393181,2028040
404542,2028040
360088,2028040
358760,2028040
369039,2028040
370367,2028040
371203,2028040
384230,2028040
7454,2028040
8290,2028040
18861,2028057
284983,2028040
294970,2028040
305295,2028040
403858,2028040
405186,2028176
359988,2028040
361316,2028040
370559,2028040
372723,2028040
401694,2028040
403022,2028040
305295,2028225
306131,2028040
350247,2028040
351575,2028040
357824,2028040
359152,2028040
8928,2028040
272640,2028040
273476,2028040
282427,2028040
283755,2028040
294870,2028040
392889,2028040
402922,2028040
404250,2028040
404496,2028040
304903,2028040
317346,2028040
317346,2028122
350347,2028040
359052,2028040
360380,2028040
2502,2028040
8075,2028040
271289,2028040
278949,2028040
354031,2028040
358276,2028040
361193,2028040
368355,2028040
376845,2028040
389580,2028040
402315,2028040
407888,2028040
3355,2028040
3853,2028040
267067,2028040
278926,2028040
315351,2028040
333659,2028040
391761,2028040
393304,2028040
407911,2028040
366291,2028040
367834,2028040
374781,2028040
377652,2028040
386142,2028040
389603,2028040
349311,2028040
352182,2028040
356971,2028040
359129,2028040
360672,2028040
366789,2028040
9120,2028040
16113,2028040
26100,2028040
333682,2028040
339424,2028040
349334,2028040
413009,2028040
413676,2028040
375471,2028040
379716,2028040
269546,2028040
296344,2028040
307751,2028040
320486,2028040
341711,2028040
350201,2028040
7185,2028040
8513,2028040
68158,2028040
270897,2028040
304857,2028040
320509,2028040
404081,2028040
411243,2028040
412571,2028040
412786,2028040
370121,2028040
377283,2028040
378611,2028040
385773,2028040
387101,2028040
402753,2028040
337489,2028040
344651,2028040
353141,2028040
354469,2028040
361631,2028040
362959,2028040
68135,2028040
317784,2028040
350416,2028040
351744,2028040
357409,2028040
361654,2028040
408349,2028042
411266,2028040
412594,2028040
412763,2028040
414091,2028040
378634,2028225
384376,2028040
385704,2028040
391369,2028040
401356,2028040
407021,2028040
367396,2028040
367396,2028054
367396,2028122
368724,2028040
374389,2028040
378634,2028040
275142,2028040
282089,2028040
290794,2028040
296536,2028040
307774,2028040
309102,2028040
406998,2028040
406998,2028042
408326,2028040
357386,2028040
358714,2028040
363128,2028040
373038,2028040
390018,2028040
391346,2028040
2748,2028057
1420,2028040
270705,2028040
276539,2028040
289274,2028040
303337,2028040
389826,2028040
402561,2028040
367273,2028054
367273,2028122
368601,2028040
375763,2028040
377091,2028040
388498,2028040
311827,2028040
343131,2028040
344459,2028040
355866,2028040
357194,2028040
363028,2028040
4437,2028040
5765,2028040
5765,2028040
269354,2028040
269477,2028040
276516,2028040
388521,2028040
389849,2028040
401333,2028040
410038,2028040
411366,2028040
357217,2028040
365707,2028054
367373,2028040
378734,2028040
385896,2028040
387224,2028040
277844,2028040
341903,2028040
343231,2028040
353264,2028040
351936,2028040
355889,2028040
4291,2028040
25685,2028040
68058,2028040
278159,2028040
278159,2028057
279487,2028040
411343,2028040
387124,2028040
387293,2028040
388621,2028040
401187,2028040
410015,2028040
408518,2028040
354661,2028040
355989,2028040
364648,2028040
365899,2028040
365976,2028040
376055,2028040
309294,2028040
312119,2028040
341926,2028040
343254,2028040
343423,2028040
344751,2028040
1735,2028040
2940,2028040
3063,2028040
14178,2028040
15506,2028040
266529,2028054
365999,2028040
367204,2028040
378442,2028040
388598,2028040
409746,2028040
411074,2028040
344482,2028040
344728,2028040
354638,2028040
355966,2028040
364671,2028040
365876,2028040
266652,2028040
267857,2028040
276808,2028040
278136,2028040
290579,2028040
299284,2028040
4168,2028040
5496,2028040
5496,2028160
12658,2028040
25393,2028040
412471,2028040
413799,2028040
378926,2028040
384084,2028040
391661,2028148
401064,2028040
404396,2028040
408226,2028040
354369,2028040
355697,2028040
359942,2028040
358614,2028040
371349,2028040
374681,2028040
289105,2028040
293350,2028040
306085,2028040
333144,2028040
341634,2028040
342962,2028040
3232,2028040
4560,2028040
4560,2028122
21171,2028040
265401,2028040
316556,2028040
342026,2028040
357678,2028040
359006,2028040
362836,2028040
367127,2028040
407290,2028040
273914,2028040
286649,2028040
308043,2028040
320194,2028040
337174,2028040
353241,2028040
374635,2028040
405770,2028040
407098,2028040
351913,2028040
356158,2028040
357486,2028040
361900,2028040
368893,2028040
370221,2028040
61165,2028040
304565,2028040
308979,2028040
325959,2028057
344943,2028040
352849,2028040
402584,2028040
411535,2028040
412863,2028040
379862,2028040
385604,2028040
386932,2028040
390141,2028040
391469,2028040
401256,2028040
354177,2028040
362882,2028040
368501,2028040
369829,2028040
373161,2028040
374489,2028040
4752,2028040
8244,2028040
314744,2028040
349955,2028040
351621,2028040
413055,2028040
373261,2028040
374097,2028040
401648,2028040
402484,2028040
403812,2028040
406806,2028042
352949,2028040
359198,2028040
360526,2028040
361362,2028040
362690,2028040
371933,2028040
7308,2028040
276178,2028040
283801,2028040
294824,2028040
317300,2028040
326251,2028040
401548,2028057
402876,2028040
405870,2028040
406706,2028040
408034,2028040
413991,2028122
350393,2028040
351721,2028040
360426,2028040
361754,2028040
379072,2028040
392843,2028040
7208,2028040
8536,2028040
9618,2028040
52652,2028040
282573,2028040
296052,2028040
404104,2028040
352657,2028040
360234,2028040
358906,2028040
372969,2028040
393035,2028040
402776,2028040
316364,2028040
337758,2028040
339922,2028040
349165,2028040
350493,2028040
351329,2028040
8682,2028040
7600,2028057
8436,2028040
8436,2028057
10010,2028040
52552,2028040
414283,2028040
370413,2028040
371741,2028040
393135,2028040
403168,2028040
404004,2028122
405332,2028040
316264,2028040
349019,2028040
350101,2028040
351429,2028040
360134,2028040
361462,2028040
2004,2028040
7577,2028040
306838,2028217
312411,2028040
332308,2028040
353533,2028040
411635,2028040
379003,2028040
386165,2028040
389082,2028040
401817,2028040
405232,2028040
407390,2028042
357778,2028040
360695,2028040
366268,2028054
370513,2028040
370513,2028054
373430,2028040
300197,2028040
342862,2028040
345020,2028040
352680,2028040
359842,2028040
368332,2028040
407413,2028040
9449,2028040
9449,2028057
279825,2028040
293227,2028040
325859,2028040
337097,2028040
388037,2028040
403689,2028040
342670,2028040
384791,2028040
387708,2028040
406016,2028040
408103,2028040
352159,2028040
356404,2028040
362069,2028040
362736,2028040
367642,2028040
369139,2028040
8098,2028040
9143,2028040
268564,2028040
268564,2028168
291876,2028040
298823,2028040
402338,2028040
406039,2028040
408080,2028040
408080,2028122
362046,2028040
369706,2028040
374120,2028040
379026,2028040
388014,2028040
390387,2028040
327041,2028040
339447,2028040
342693,2028040
354054,2028040
355099,2028040
358468,2028040
13740,2028040
279118,2028040
288936,2028040
291853,2028040
301671,2028040
315657,2028040
379593,2028040
386334,2028040
389411,2028040
402146,2028122
410636,2028040
344044,2028040
356779,2028040
365109,2028040
369514,2028040
373599,2028040
376676,2028040
3478,2028040
287631,2028040
288123,2028040
288836,2028040
333782,2028040
343569,2028040
384691,2028040
386855,2028040
406208,2028040
410161,2028040
410659,2028040
412325,2028040
352059,2028040
354223,2028040
355428,2028040
365086,2028040
374904,2028040
379693,2028040
3455,2028040
298302,2028040
310376,2028040
323111,2028040
342172,2028040
343669,2028040
388206,2028040
389703,2028040
410261,2028040
410928,2028040
366981,2028040
374804,2028040
374973,2028040
376968,2028040
386042,2028040
387539,2028040
344336,2028040
353656,2028040
354907,2028040
357071,2028040
364817,2028040
364894,2028040
1981,2028040
1981,2028057
3186,2028040
5350,2028040
289497,2028040
291661,2028040
384983,2028040
387516,2028040
389680,2028040
410828,2028040
412033,2028040
364794,2028040
364917,2028040
366958,2028040
368163,2028040
379401,2028040
379524,2028040
301571,2028040
309686,2028040
344236,2028040
352351,2028040
353556,2028040
355720,2028040
836,2028040
9243,2028040
279702,2028040
292437,2028040
305172,2028040
320824,2028040
407811,2028040
413384,2028040
362361,2028040
366689,2028040
367934,2028040
384997,2028040
384997,2028225
403483,2028040
343377,2028040
349626,2028040
353954,2028040
355199,2028040
359029,2028040
359527,2028040
5058,2028040
8851,2028040
16880,2028040
280094,2028040
313685,2028040
351014,2028040
373828,2028040
387808,2028040
402415,2028040
405747,2028040
411120,2028040
413278,2028040
354807,2028040
358637,2028040
364625,2028040
369998,2028040
369998,2028122
369500,2028040
2210,2028057
8367,2028040
8367,2028057
274329,2028040
278657,2028040
297051,2028040
405939,2028040
411512,2028040
360901,2028040
369806,2028040
374220,2028040
386955,2028040
389872,2028040
402607,2028040
297641,2028040
328186,2028040
336015,2028040
343838,2028040
351498,2028040
356573,2028040
3647,2028040
7975,2028040
267359,2028040
322627,2028040
351890,2028040
362169,2028040
408203,2028176
413576,2028040
413576,2028176
366497,2028040
367542,2028040
374612,2028040
386563,2028040
390264,2028040
404871,2028040
8659,2028040
274037,2028054
276201,2028040
293021,2028040
302424,2028040
315159,2028040
405063,2028122
411804,2028040
413470,2028040
413968,2028122
361777,2028040
363941,2028040
388000,2028040
390164,2028040
392328,2028040
402899,2028040
317323,2028040
336307,2028040
342793,2028040
349042,2028040
351206,2028040
359613,2028040
146,2028040
8267,2028040
282842,2028040
297449,2028040
297449,2028042
307144,2028040
413868,2028040
364041,2028040
385189,2028040
390556,2028040
402999,2028040
405163,2028040
411704,2028040
316931,2028040
327794,2028040
349434,2028040
351598,2028040
353762,2028040
361877,2028040
8951,2028040
18446,2028040
302716,2028040
304880,2028040
319779,2028217
326520,2028040
386371,2028040
390456,2028040
403191,2028040
405355,2028040
348750,2028040
359321,2028040
361485,2028040
361485,2028176
363649,2028040
371472,2028040
8559,2028040
18838,2028040
270107,2028040
297157,2028040
305272,2028040
307436,2028040
405455,2028040
407619,2028040
368126,2028040
370290,2028040
384897,2028040
390848,2028040
393012,2028040
403291,2028040
341027,2028040
349142,2028040
